429	140438
430	140437
431	140495
432	140522
433	140491
434	140449
435	140442
436	140513
437	140559
438	140673
439	140606
440	140662
441	140645
442	140640
443	140639
444	140695
445	140702
446	140760
447	140837
448	140935
449	141022
450	140927
451	140823
452	141039
453	141075
454	141011
455	140966
456	140999
457	141012
458	141072
459	141042
460	141004
461	141000
462	141001
463	141013
464	141100
465	141283
466	141460
467	141383
468	141580
469	141530
470	141514
471	141537
472	141578
473	141580
474	141455
475	141406
476	141541
477	141643
478	141646
479	141599
480	141558
481	141628
482	141724
483	141651
484	141628
485	141664
486	141642
487	141706
488	141805
489	141821
490	141788
491	141944
492	142041
493	142071
494	142127
495	142051
496	142042
497	142065
498	142120
499	142299
500	142546
501	142602
502	142686
503	142669
504	142777
505	142603
506	142594
507	142679
508	142677
509	142752
510	142910
511	143213
512	143449
513	143484
514	143499
515	143562
516	143579
517	143563
518	143601
519	143662
520	143631
521	143752
522	143563
523	143735
524	143827
525	143843
526	143773
527	143778
528	143914
529	144061
530	144027
531	143949
532	143979
533	144108
534	144092
535	143945
536	144135
537	144195
538	144303
539	144498
540	144448
541	144376
542	144529
543	144635
544	144730
545	144938
546	144971
547	144862
548	145173
549	145462
550	145471
551	145467
552	145048
553	145108
554	144887
555	144674
556	144727
557	144949
558	144921
559	144932
560	144916
561	144949
562	144921
563	144926
564	145037
565	145122
566	145181
567	145120
568	145109
569	145188
570	145288
571	145433
572	145495
573	145479
574	145555
575	145553
576	145544
